id,SalePrice
2658,156095.11590161492
2718,193141.45728474803
2414,216265.36657459452
1989,124045.01211409066
625,198025.52699211318
333,125657.46733542738
1327,118716.72823035775
858,138856.67645677755
95,190483.73522879175
1568,188779.83562609725
2482,187818.65335808363
1364,116835.9628486102
2584,157543.2074293986
818,305131.2505079316
2673,159131.79455736926
2089,132361.29436682054
1297,205022.6640078282
790,118417.50866955626
2616,204949.9749864163
720,160686.30854700113
222,132975.214366114
557,154241.1877610996
1148,205112.08582022405
2766,167707.37367346333
534,167786.13686808207
1452,126153.19436034147
630,172718.09577767638
2648,114696.61662748536
125,159147.08444515802
1904,85649.44777204467
1670,142648.34241302282
756,132521.3668099382
717,215967.22028349212
1032,163053.94571860036
852,222387.5607902966
1731,167123.66431460303
2639,137447.34312305014
2071,109573.84211585163
1267,121514.5790092404
1851,186227.163964821
567,172084.60927942704
2439,200437.92188876597
1898,155582.62007952115
647,170346.26987464767
2256,237875.6372813865
979,126703.94478030207
1444,229474.06567640853
2485,126978.8139675972
157,121687.60284351814
88,127830.49180061469
2003,112543.45939395609
186,184830.87977170091
1425,239776.67769365222
2695,126963.41373900982
738,125533.58238755414
395,151997.14822668495
1353,154465.8817587115
1878,159482.0494646962
390,175809.45559515076
1456,243679.77198027185
1103,285361.9554677423
1387,132779.72005959242
2070,167547.6545953767
1199,160621.04609385025
2479,182741.92048785536
501,278295.52203408664
2362,109010.49590737802
1718,243193.22680475994
2188,80131.35442165949
1483,176717.82360847373
2557,115413.24860156343
437,312640.1146144947
2224,211472.50920672948
1628,178227.62733769882
397,138682.79276719427
587,202711.9761756828
971,151721.32949716755
2611,140507.0659771645
1887,106269.67792695628
2399,307763.01778622816
2148,212086.78773299238
304,132308.78202839525
1997,145235.058126739
2817,135858.8514289499
1431,198042.74090927647
427,315748.49848543305
263,134585.63042890507
598,219430.00920698617
2895,218462.95108664595
687,150831.05593531718
1822,121106.82989837066
2191,109679.18392401196
179,114852.0919337991
1009,213923.88600091095
2010,134831.31354015853
1991,155499.44367760618
1411,154342.70870583266
1721,269999.4983092177
1144,210776.4975658103
593,206517.21558617332
575,248441.5973004193
1249,215832.89528401016
1604,129228.7899763151
1064,345618.5379796199
1923,175994.3541115849
1988,92205.58149117812
2325,182016.3675166386
114,222939.50710246028
2700,187489.59001138824
217,161847.49532583737
343,211532.95342662567
386,209681.08470461596
2005,143265.02485447246
2908,125104.65585355082
1814,225865.46085867303
2446,362361.2583508399
208,165016.85637474473
1679,158155.5155602112
822,265024.8529923415
6,216244.9845895404
1781,301892.37940897915
2397,286709.62404720415
2340,252371.6306698625
1618,178670.32207681492
2843,165585.971637979
1061,332128.88557026745
2786,122461.85464818962
1935,124362.56174276413
1341,140704.30593755477
521,240664.51255677332
2136,176530.1001821096
996,219038.08193126004
227,164738.4764147938
135,180847.4912240367
1167,191768.295598962
294,206332.72208973736
1776,187941.61330178476
540,162234.03364971423
1717,241636.9911735852
2303,124026.36427563439
116,181166.24718855968
127,135187.52274418628
1371,117614.23622759827
1014,188289.0534221309
1507,84859.31981490122
702,173396.04420437585
750,159509.61478424259
261,157888.8218291973
1559,98654.57976624936
577,184392.52542722228
2812,191615.1389009041
2080,137477.99749778613
1368,96564.74123019229
2376,137293.41459284732
659,103138.72898110798
1235,136031.09429942197
332,107132.98032185412
1917,128246.54612776809
2094,230786.5152511912
1460,249916.14957128972
1471,217745.62514805252
1509,112091.67166823325
1922,126344.61287973981
433,361180.9328991526
460,247915.31136396853
1116,244348.8813822807
1137,175533.1273400628
53,183675.11609693296
2354,229850.03042514334
1475,199633.51782782763
1761,383245.9511383304
842,147764.79868422166
2739,183976.58425426256
2509,166570.6155024861
1007,195930.2862385045
2610,182790.39832496503
1952,88303.18058667281
2719,199506.58553109743
2921,124747.79209804289
1966,142300.89655091293
292,143225.63857448706
1204,213982.3904196533
1829,235187.21083832704
2419,176255.61581815322
391,176045.231612881
798,110499.0405713522
481,216345.22442338156
193,178428.3975805411
555,122537.32390277964
899,107681.27637096586
2357,198925.4970058429
328,154859.83608252043
1356,105085.27298102627
1154,114849.87408448188
1730,196131.50191528833
2249,164533.97626362252
1119,265232.537938634
2856,170584.34443108737
1394,131284.3259076024
2587,141392.2405712891
61,259764.5068826143
2661,164128.26351406408
2711,134949.867302522
1147,205813.25982329884
757,118221.14124087754
2623,116047.51204871238
2378,173327.6587531249
1413,131797.6182141971
1722,255540.9205927525
1112,228834.7975283783
1623,195915.20925532628
1201,209859.45261404323
1513,108439.06829183504
957,241880.00343239502
1171,229961.93421127033
1145,203471.82346969077
2726,218941.18005670403
703,152841.08113700722
760,99180.28668597537
1964,143169.46901558834
2512,198621.21228310818
159,151203.07230391854
1281,182200.6110464494
468,197897.69687574805
290,140775.1756731926
665,113083.28470043432
1463,247457.12717296148
1792,202052.64116245182
923,143334.84194301433
500,265199.9051448941
1408,158203.27161786665
331,94371.9544999542
170,175544.66596670318
2192,118654.14803653132
2571,270051.3963670985
2314,179878.58597601307
2647,96621.07643852249
422,374316.6321341853
2457,277769.6629913959
1838,201869.25772812986
2805,230275.13820524944
1645,180514.04299388407
1711,285301.1711242513
2825,211326.03982409238
322,240315.89155230997
2103,245127.13307090278
342,132527.91533726506
600,141077.71560456732
488,192547.2429684151
1725,267682.2364345443
2246,255983.4265279118
2847,171126.35339597755
806,228018.35580677303
530,228968.5397632619
963,210407.57489363124
2678,126680.36236966675
171,88131.06798684702
2401,339642.9842936973
805,221453.909696482
2259,232529.2838276786
1748,203542.6101893941
1361,140219.06300305843
1677,137722.45833888825
1406,167540.15898590948
2322,217207.11555752836
688,168111.61203844674
143,144986.8420567531
804,200821.60033904988
1214,176408.39020179055
2828,153087.70267758146
1999,206569.87467221287
2467,188002.07489691974
2665,142731.2768305052
1538,309058.57085496513
398,140753.77108689517
2822,133142.46834016193
2157,165629.35368761496
1856,179275.31941838496
1269,116319.46340538756
2570,131884.20038686157
2320,229893.98144885176
1517,145595.9935953772
2304,115644.6672192498
1312,95024.22105440663
2012,155620.1416769758
506,231638.17611760792
2865,203615.083362648
2367,129998.16651882249
554,107952.3403837017
238,139884.93735864374
1954,118216.75276633108
2488,156090.7701268089
2291,123889.88446517171
1969,108561.9181628865
2725,168142.17460481374
1482,176717.82360847373
2763,201446.8617259512
503,247168.49902052752
1584,223042.80541633652
1531,169601.58184676815
2210,188631.03129769844
459,290680.56899011234
556,139050.89252295747
1347,168660.6468908049
