id,SalePrice
2658,171390714.82778
2718,178992250.72911683
2414,133355005.96638972
1989,87802215.04361202
625,127988176.8088501
333,97258048.16198243
1327,98221322.84463157
858,115548670.7920705
95,149106425.255641
1568,117040455.17910744
2482,111083593.71893995
1364,94365779.71914648
2584,124927385.44761693
818,248260319.08560196
2673,161873165.09591812
2089,115898943.02284008
1297,129211872.47228748
790,97851909.72817937
2616,161007896.9540815
720,155182460.4527707
222,96557422.49931394
557,79565695.26636286
1148,147319211.95794374
2766,91174245.3755328
534,110656476.62808126
1452,79043155.45419449
630,153567289.97198972
2648,154211678.17365062
125,96654658.4144726
1904,59534056.76040628
1670,78387317.27954286
756,108097974.06159686
717,234217564.94786835
1032,108979890.7481723
852,135835858.12483764
1731,128825381.16613668
2639,148935343.97689024
2071,86139292.11329073
1267,78967647.57060339
1851,123347658.04909249
567,108545312.83843161
2439,167395765.43654835
1898,120164391.36097531
647,123541277.57391356
2256,138460646.61492524
979,118593516.9306328
1444,159681056.61518574
2485,88111652.4050182
157,85343438.2465411
88,95894207.35210328
2003,112449214.560707
186,197949627.76240015
1425,147013458.08048826
2695,121111343.1262907
738,101363829.04933509
395,93932374.21507607
1353,162643838.19687563
1878,121565924.54010473
390,109466471.70035121
1456,167233987.786238
1103,185847615.16832966
1387,106590677.54871619
2070,107283031.81393923
1199,149223072.44771683
2479,142778287.10791913
501,188439997.75345805
2362,78889420.48484331
1718,120376156.77883151
2188,70053204.76332152
1483,78275713.56118023
2557,67054522.42779958
437,227345633.4520448
2224,143115366.24523723
1628,129074948.71908458
397,96291262.53119263
587,157814372.33951068
971,153320531.46091825
2611,110683892.89174668
1887,76065684.1987881
2399,164957887.60331658
2148,132725665.80817503
304,98950931.19281016
1997,121020709.14562999
2817,127463556.26369567
1431,149675202.8715175
427,186121685.67433962
263,80310785.88605908
598,121661160.53414392
2895,155571096.1111485
687,133343069.93242776
1822,91715598.33166035
2191,118805248.29532339
179,111745070.39710644
1009,113004304.97784616
2010,113876975.52629572
1991,145643501.1304736
1411,138775285.58118954
1721,141493337.1255934
1144,149675710.82413408
593,148868339.94435778
575,156687396.7067226
1249,159576477.81030363
1604,84713085.07421899
1064,229824948.7314408
1923,114452821.04994504
1988,78286062.84796444
2325,133948816.11761674
114,170399893.52766702
2700,174789444.095595
217,167977856.28336826
343,132184814.60788837
386,166923232.19422027
2005,119495593.27803403
2908,103505410.93534608
1814,138466485.94511202
2446,326395452.19096696
208,158421387.44228533
1679,115514208.97006126
822,158759342.59950903
6,144030686.20713142
1781,182306551.58078092
2397,175896963.00254235
2340,158277955.7290729
1618,131003609.27481653
2843,196625380.16714194
1061,210776083.93073142
2786,78984581.44784285
1935,92636305.49483775
1341,107695562.82268967
521,139237549.1569577
2136,93992590.80295548
996,147463252.75550154
227,128220530.64210731
135,104095778.40047957
1167,138446700.79140815
294,192464029.37736875
1776,124437341.25657979
540,101165058.73273113
1717,120074160.42657343
2303,75042001.97766133
116,126365862.17187503
127,97941660.02213624
1371,130352692.34830965
1014,134714014.41169047
1507,98178049.83157112
702,174130368.68761522
750,157629277.7208523
261,124200594.77076134
1559,77097170.32684536
577,158501307.249415
2812,152671547.29532936
2080,145927658.3007195
1368,107449978.40845194
2376,82871358.19877762
659,71623697.5624406
1235,101416586.01922207
332,96701013.9835083
1917,86495086.32737738
2094,189198475.59889868
1460,200944176.32946596
1471,137657930.50255492
1509,107699694.48895916
1922,96717698.5379668
433,247898869.64781404
460,132695405.78350182
1116,142512194.35118115
1137,102673243.48754686
53,104042483.53634869
2354,206497080.3587555
1475,131455114.37669797
1761,402683241.6291161
842,91211622.65827078
2739,143981879.97909588
2509,108356769.21834931
1007,167212200.9279039
2610,155209628.1525131
1952,62507356.50797548
2719,178297657.49039352
2921,97179941.54265092
1966,114173241.51035568
292,148085554.5006979
1204,176167032.69862163
1829,193197616.9057195
2419,132328188.05070317
391,121534882.8846033
798,111544873.48602019
481,133490195.46561909
193,184824899.45561582
555,89031327.7104017
899,81447752.44122905
2357,148048622.98374322
328,87418623.44167392
1356,76217311.38628474
1154,79215204.34882222
1730,131847564.69194199
2249,84053056.82748552
1119,168032614.49896204
2856,132274187.47522858
1394,140852216.74446929
2587,100751054.73453772
61,221723847.93359506
2661,187583197.4429959
2711,85461136.45174977
1147,152539939.35718584
757,125508250.83611327
2623,89789163.43823531
2378,129843388.84325932
1413,113129215.46804057
1722,124736588.57834859
1112,171381858.97898796
1623,154031078.73529625
1201,167368550.21194744
1513,116241513.82212323
957,188028572.65133157
1171,143859485.12245563
1145,154777858.1131859
2726,168227919.65571815
703,122982366.97349904
760,82072113.38988045
1964,95446659.83396478
2512,129612922.659926
159,97808741.83310226
1281,159880363.8858125
468,138010534.59962797
290,78041283.02449386
665,76113977.27804235
1463,203380862.26231077
1792,175524185.55066702
923,117100624.7087807
500,209206751.29315498
1408,140169469.60567483
331,57229785.62086939
170,163273833.2037419
2192,70558145.22637895
2571,277665921.31456304
2314,133732403.58228886
2647,76470917.12082604
422,251092949.76905698
2457,193994105.93970034
1838,122896672.01474062
2805,170944360.68863714
1645,117151111.531325
1711,211133567.37641233
2825,205527831.52588454
322,183617102.07538486
2103,150351764.52932543
342,81007790.50856687
600,82421264.57736474
488,160166123.64982948
1725,170327311.40109137
2246,150772490.25659585
2847,142862952.59360045
806,180994872.06272212
530,185394395.8481139
963,130138296.46533625
2678,104223242.58306289
171,100974745.25632685
2401,247740483.42583406
805,168331459.3889996
2259,200711871.8039528
1748,120900078.69560848
1361,136931225.41323757
1677,109036898.44733411
1406,100377262.21443601
2322,178856603.06687662
688,160006106.4435256
143,121077700.8755132
804,157940964.75826308
1214,123543142.12826379
2828,96066165.44376594
1999,205717125.01234263
2467,139768379.06618616
2665,155109947.69819233
1538,302809178.18472034
398,79672771.29713307
2822,108343396.64742486
2157,78209500.28756602
1856,131114738.2677394
1269,90483865.6756585
2570,103052953.72318897
2320,159881950.9738601
