id,SalePrice
2658,181718.5274390244
2718,181718.5274390244
2414,181718.5274390244
1989,181718.5274390244
625,181718.5274390244
333,181718.5274390244
1327,181718.5274390244
858,181718.5274390244
95,181718.5274390244
1568,181718.5274390244
2482,181718.5274390244
1364,181718.5274390244
2584,181718.5274390244
818,181718.5274390244
2673,181718.5274390244
2089,181718.5274390244
1297,181718.5274390244
790,181718.5274390244
2616,181718.5274390244
720,181718.5274390244
222,181718.5274390244
557,181718.5274390244
1148,181718.5274390244
2766,181718.5274390244
534,181718.5274390244
1452,181718.5274390244
630,181718.5274390244
2648,181718.5274390244
125,181718.5274390244
1904,181718.5274390244
1670,181718.5274390244
756,181718.5274390244
717,181718.5274390244
1032,181718.5274390244
852,181718.5274390244
1731,181718.5274390244
2639,181718.5274390244
2071,181718.5274390244
1267,181718.5274390244
1851,181718.5274390244
567,181718.5274390244
2439,181718.5274390244
1898,181718.5274390244
647,181718.5274390244
2256,181718.5274390244
979,181718.5274390244
1444,181718.5274390244
2485,181718.5274390244
157,181718.5274390244
88,181718.5274390244
2003,181718.5274390244
186,181718.5274390244
1425,181718.5274390244
2695,181718.5274390244
738,181718.5274390244
395,181718.5274390244
1353,181718.5274390244
1878,181718.5274390244
390,181718.5274390244
1456,181718.5274390244
1103,181718.5274390244
1387,181718.5274390244
2070,181718.5274390244
1199,181718.5274390244
2479,181718.5274390244
501,181718.5274390244
2362,181718.5274390244
1718,181718.5274390244
2188,181718.5274390244
1483,181718.5274390244
2557,181718.5274390244
437,181718.5274390244
2224,181718.5274390244
1628,181718.5274390244
397,181718.5274390244
587,181718.5274390244
971,181718.5274390244
2611,181718.5274390244
1887,181718.5274390244
2399,181718.5274390244
2148,181718.5274390244
304,181718.5274390244
1997,181718.5274390244
2817,181718.5274390244
1431,181718.5274390244
427,181718.5274390244
263,181718.5274390244
598,181718.5274390244
2895,181718.5274390244
687,181718.5274390244
1822,181718.5274390244
2191,181718.5274390244
179,181718.5274390244
1009,181718.5274390244
2010,181718.5274390244
1991,181718.5274390244
1411,181718.5274390244
1721,181718.5274390244
1144,181718.5274390244
593,181718.5274390244
575,181718.5274390244
1249,181718.5274390244
1604,181718.5274390244
1064,181718.5274390244
1923,181718.5274390244
1988,181718.5274390244
2325,181718.5274390244
114,181718.5274390244
2700,181718.5274390244
217,181718.5274390244
343,181718.5274390244
386,181718.5274390244
2005,181718.5274390244
2908,181718.5274390244
1814,181718.5274390244
2446,181718.5274390244
208,181718.5274390244
1679,181718.5274390244
822,181718.5274390244
6,181718.5274390244
1781,181718.5274390244
2397,181718.5274390244
2340,181718.5274390244
1618,181718.5274390244
2843,181718.5274390244
1061,181718.5274390244
2786,181718.5274390244
1935,181718.5274390244
1341,181718.5274390244
521,181718.5274390244
2136,181718.5274390244
996,181718.5274390244
227,181718.5274390244
135,181718.5274390244
1167,181718.5274390244
294,181718.5274390244
1776,181718.5274390244
540,181718.5274390244
1717,181718.5274390244
2303,181718.5274390244
116,181718.5274390244
127,181718.5274390244
1371,181718.5274390244
1014,181718.5274390244
1507,181718.5274390244
702,181718.5274390244
750,181718.5274390244
261,181718.5274390244
1559,181718.5274390244
577,181718.5274390244
2812,181718.5274390244
2080,181718.5274390244
1368,181718.5274390244
2376,181718.5274390244
659,181718.5274390244
1235,181718.5274390244
332,181718.5274390244
1917,181718.5274390244
2094,181718.5274390244
1460,181718.5274390244
1471,181718.5274390244
1509,181718.5274390244
1922,181718.5274390244
433,181718.5274390244
460,181718.5274390244
1116,181718.5274390244
1137,181718.5274390244
53,181718.5274390244
2354,181718.5274390244
1475,181718.5274390244
1761,181718.5274390244
842,181718.5274390244
2739,181718.5274390244
2509,181718.5274390244
1007,181718.5274390244
2610,181718.5274390244
1952,181718.5274390244
2719,181718.5274390244
2921,181718.5274390244
1966,181718.5274390244
292,181718.5274390244
1204,181718.5274390244
1829,181718.5274390244
2419,181718.5274390244
391,181718.5274390244
798,181718.5274390244
481,181718.5274390244
193,181718.5274390244
555,181718.5274390244
899,181718.5274390244
2357,181718.5274390244
328,181718.5274390244
1356,181718.5274390244
1154,181718.5274390244
1730,181718.5274390244
2249,181718.5274390244
1119,181718.5274390244
2856,181718.5274390244
1394,181718.5274390244
2587,181718.5274390244
61,181718.5274390244
2661,181718.5274390244
2711,181718.5274390244
1147,181718.5274390244
757,181718.5274390244
2623,181718.5274390244
2378,181718.5274390244
1413,181718.5274390244
1722,181718.5274390244
1112,181718.5274390244
1623,181718.5274390244
1201,181718.5274390244
1513,181718.5274390244
957,181718.5274390244
1171,181718.5274390244
1145,181718.5274390244
2726,181718.5274390244
703,181718.5274390244
760,181718.5274390244
1964,181718.5274390244
2512,181718.5274390244
159,181718.5274390244
1281,181718.5274390244
468,181718.5274390244
290,181718.5274390244
665,181718.5274390244
1463,181718.5274390244
1792,181718.5274390244
923,181718.5274390244
500,181718.5274390244
1408,181718.5274390244
331,181718.5274390244
170,181718.5274390244
2192,181718.5274390244
2571,181718.5274390244
2314,181718.5274390244
2647,181718.5274390244
422,181718.5274390244
2457,181718.5274390244
1838,181718.5274390244
2805,181718.5274390244
1645,181718.5274390244
1711,181718.5274390244
2825,181718.5274390244
322,181718.5274390244
2103,181718.5274390244
342,181718.5274390244
600,181718.5274390244
488,181718.5274390244
1725,181718.5274390244
2246,181718.5274390244
2847,181718.5274390244
806,181718.5274390244
530,181718.5274390244
963,181718.5274390244
2678,181718.5274390244
171,181718.5274390244
2401,181718.5274390244
805,181718.5274390244
2259,181718.5274390244
1748,181718.5274390244
1361,181718.5274390244
1677,181718.5274390244
1406,181718.5274390244
2322,181718.5274390244
688,181718.5274390244
