Id,WnvPresent
1,0.011176696909381636
2,0.004696509235462831
3,0.011176696909381636
4,0.011025525329638627
5,0.011025525329638627
6,0.011025525329638627
7,0.011025525329638627
8,0.011025525329638627
9,0.0069161477427215155
10,0.004323414053337417
11,0.0069161477427215155
12,0.0067649761629785055
13,0.0067649761629785055
14,0.0067649761629785055
15,0.0067649761629785055
16,0.0067649761629785055
17,0.007026363223311085
18,0.0037152087802313997
19,0.007026363223311085
20,0.006875191643568077
21,0.006875191643568077
22,0.006875191643568077
23,0.006875191643568077
24,0.006875191643568077
25,0.00612722877098472
26,0.0034547416349550992
27,0.00612722877098472
28,0.005976057191241712
29,0.005976057191241712
30,0.005976057191241712
31,0.005976057191241712
32,0.005976057191241712
33,0.006182125565011949
34,0.003509638428982328
35,0.006182125565011949
36,0.006030953985268941
37,0.006030953985268941
38,0.006030953985268941
39,0.006030953985268941
40,0.006030953985268941
41,0.006182125565011949
42,0.003509638428982328
43,0.006182125565011949
44,0.006030953985268941
45,0.006030953985268941
46,0.006030953985268941
47,0.006030953985268941
48,0.006030953985268941
49,0.006182125565011949
50,0.003509638428982328
51,0.006182125565011949
52,0.006030953985268941
53,0.006030953985268941
54,0.006030953985268941
55,0.006030953985268941
56,0.006030953985268941
57,0.005380960114268302
58,0.0034547416349550992
59,0.005380960114268302
60,0.005229788534525294
61,0.005229788534525294
62,0.005229788534525294
63,0.005229788534525294
64,0.005229788534525294
65,0.00612722877098472
66,0.0034547416349550992
67,0.00612722877098472
68,0.005976057191241712
69,0.005976057191241712
70,0.005976057191241712
71,0.005976057191241712
72,0.005976057191241712
73,0.011786057802107269
74,0.006566879856882249
75,0.011786057802107269
76,0.01163488622236426
77,0.01163488622236426
78,0.01163488622236426
79,0.01163488622236426
80,0.01163488622236426
81,0.006182125565011949
82,0.003509638428982328
83,0.006182125565011949
84,0.006030953985268941
85,0.006030953985268941
86,0.006030953985268941
87,0.006030953985268941
88,0.006030953985268941
89,0.00754743639878209
90,0.005276744997881536
91,0.00754743639878209
92,0.007396264819039083
93,0.007396264819039083
94,0.007396264819039083
95,0.007396264819039083
96,0.007396264819039083
97,0.007350749028181677
98,0.004777027324250819
99,0.007350749028181677
100,0.0071995774484386686
101,0.0071995774484386686
102,0.0071995774484386686
103,0.0071995774484386686
104,0.0071995774484386686
105,0.006182125565011949
106,0.003509638428982328
107,0.006182125565011949
108,0.006030953985268941
109,0.006030953985268941
110,0.006030953985268941
111,0.006030953985268941
112,0.006030953985268941
113,0.00645498714460823
114,0.0041661227072744365
115,0.00645498714460823
116,0.006303815564865222
117,0.006303815564865222
118,0.006303815564865222
119,0.006303815564865222
120,0.006303815564865222
121,0.006003265703261138
122,0.0033773953488590277
123,0.006003265703261138
124,0.005852094123518131
125,0.005852094123518131
126,0.005852094123518131
127,0.005852094123518131
128,0.005852094123518131
129,0.005630270946521128
130,0.00413877429656818
131,0.005630270946521128
132,0.0054790993667781195
133,0.0054790993667781195
134,0.0054790993667781195
135,0.0054790993667781195
136,0.0054790993667781195
137,0.007099370407805225
138,0.004525648703874367
139,0.007099370407805225
140,0.006948198828062218
141,0.006948198828062218
142,0.006948198828062218
143,0.006948198828062218
144,0.006948198828062218
145,0.0073354961634035125
146,0.0038391565351386446
147,0.0073354961634035125
148,0.007184324583660504
149,0.007184324583660504
150,0.007184324583660504
151,0.007184324583660504
152,0.007184324583660504
153,0.009221625611855234
154,0.004430868931659423
155,0.009221625611855234
156,0.009070454032112226
157,0.009070454032112226
158,0.009070454032112226
159,0.009070454032112226
160,0.009070454032112226
161,0.006212365821523169
162,0.0038391565351386446
163,0.006212365821523169
164,0.006061194241780161
165,0.006061194241780161
166,0.006061194241780161
167,0.006061194241780161
168,0.006061194241780161
169,0.005645245944083756
170,0.003448757194500282
171,0.005645245944083756
172,0.0054940743643407475
173,0.0054940743643407475
174,0.0054940743643407475
175,0.0054940743643407475
176,0.0054940743643407475
177,0.007715779947415783
178,0.00417019913778368
179,0.007715779947415783
180,0.0075646083676727755
181,0.0075646083676727755
182,0.0075646083676727755
183,0.0075646083676727755
184,0.0075646083676727755
185,0.008237507156252592
186,0.0033773953488590277
187,0.008237507156252592
188,0.008086335576509585
189,0.008086335576509585
190,0.008086335576509585
191,0.008086335576509585
192,0.008086335576509585
193,0.005822278743792082
194,0.004182633945690987
195,0.005822278743792082
196,0.005671107164049074
197,0.005671107164049074
198,0.005671107164049074
199,0.005671107164049074
200,0.005671107164049074
201,0.008769190241628866
202,0.006871101157533664
203,0.008769190241628866
204,0.008618018661885857
205,0.008618018661885857
206,0.008618018661885857
207,0.008618018661885857
208,0.008618018661885857
209,0.00754743639878209
210,0.00861007833121487
211,0.00754743639878209
212,0.007396264819039083
213,0.007396264819039083
214,0.007396264819039083
215,0.007396264819039083
216,0.007396264819039083
217,0.006182125565011949
218,0.003509638428982328
219,0.006182125565011949
220,0.006030953985268941
221,0.006030953985268941
222,0.006030953985268941
223,0.006030953985268941
224,0.006030953985268941
225,0.006182125565011949
226,0.003509638428982328
227,0.006182125565011949
228,0.006030953985268941
229,0.006030953985268941
230,0.006030953985268941
231,0.006030953985268941
232,0.006030953985268941
233,0.02470915666735494
234,0.016291263813304056
235,0.02470915666735494
236,0.021247618205816485
237,0.021247618205816485
238,0.021247618205816485
239,0.021247618205816485
240,0.021247618205816485
241,0.006968692240373869
242,0.004095814209039539
243,0.006968692240373869
244,0.0068175206606308604
245,0.0068175206606308604
246,0.0068175206606308604
247,0.0068175206606308604
248,0.0068175206606308604
249,0.007012551889496675
250,0.004139673858162346
251,0.007012551889496675
252,0.006861380309753667
253,0.006861380309753667
254,0.006861380309753667
255,0.006861380309753667
256,0.006861380309753667
257,0.006182125565011949
258,0.003509638428982328
259,0.006182125565011949
260,0.006030953985268941
261,0.006030953985268941
262,0.006030953985268941
263,0.006030953985268941
264,0.006030953985268941
265,0.010089690388528203
266,0.006810219923051616
267,0.010089690388528203
268,0.009938518808785192
269,0.009938518808785192
270,0.009938518808785192
271,0.009938518808785192
272,0.009938518808785192
273,0.008978579277417091
274,0.006810219923051616
275,0.008978579277417091
276,0.008827407697674082
277,0.008827407697674082
278,0.008827407697674082
279,0.008827407697674082
280,0.008827407697674082
281,0.006761553590746788
282,0.0033773953488590277
283,0.006761553590746788
284,0.006610382011003779
285,0.006610382011003779
286,0.006610382011003779
287,0.006610382011003779
288,0.006610382011003779
289,0.006749534359977557
290,0.0033773953488590277
291,0.006749534359977557
292,0.006598362780234549
293,0.006598362780234549
294,0.006598362780234549
295,0.006598362780234549
296,0.006598362780234549
297,0.00551930708789367
298,0.004379720519281854
299,0.00551930708789367
300,0.005368135508150662
301,0.005368135508150662
302,0.005368135508150662
303,0.005368135508150662
304,0.005368135508150662
305,0.005964312192848376
306,0.0035377678242003306
307,0.005964312192848376
308,0.005813140613105368
309,0.005813140613105368
310,0.005813140613105368
311,0.005813140613105368
312,0.005813140613105368
313,0.00583638925643334
314,0.003974522236110022
315,0.00583638925643334
316,0.0056852176766903325
